cls	gene	meta_long	meta_short	topidp_long	topidp_short
slim	CRYZL1	0.04578666388988495		0.13206666666666667	
slim	SGTA	0.17296428978443146	0.6800571084022522	0.09924999999999999	0.1345714285714286
slim	NAP1L4	0.06075833737850189		-0.003416666666666656	
slim	NDUFB6	0.12045333534479141		0.2394	
slim	RPS24	0.7414076924324036		0.0606153846153846	
slim	NFIX	0.4928250014781952	0.4420333206653595	-0.15500000000000003	-0.028666666666666674
slim	EXOSC1	0.0854719951748848		0.14312	
slim	CPSF7	0.5686110854148865		0.24366666666666667	
slim	ATE1	0.5496388673782349		0.07450000000000002	
slim	CSNK1G3	0.9522500038146973		0.14678125	
slim	PDP1	0.9585250020027161		0.13791666666666663	
slim	BBS5	0.06992856413125992		0.08371428571428573	
slim	SKIC2	0.22724346816539764		0.18769565217391304	
slim	ZNF778	0.3839607238769531		0.09646428571428571	
slim	ASH1L	0.9204199910163879		0.23280000000000003	
slim	MARK3	0.9121674299240112		0.11627499999999999	
slim	PFN1	0.09101539105176926	0.46889999508857727	0.023025641025641023	-0.40933333333333327
slim	SEMA4F	0.05446060746908188		-0.001424242424242422	
slim	C8orf88	0.13052856922149658	0.6563230752944946	0.05950000000000001	-0.17561538461538462
slim	TUBB2A	0.5558440089225769	0.06868749856948853	0.27519999999999994	0.0575625
slim	CAMK2D	0.7122730612754822	0.012839999981224537	0.11980769230769231	-0.0914
slim	STXBP1	0.26592856645584106		0.10071428571428571	
slim	HMGA1	0.9725818037986755		0.16999999999999998	
slim	PIP5K1C	0.5334692001342773		0.006692307692307695	
slim	PPARGC1B	0.5458521842956543	0.6295470595359802	0.1317391304347826	0.14135294117647063
slim	UBE2D3	0.3100689649581909		0.19358620689655176	
slim	PROKR2	0.9608726501464844		-0.08527272727272729	
slim	PTPA	0.09279999881982803		0.04550000000000001	
slim	HGS	0.4410499632358551		0.2041666666666667	
slim	CAMK2A	0.9791908264160156		0.19909090909090912	
slim	POGZ	0.945185661315918		-0.06042857142857143	
slim	APP	0.5588200092315674	0.31040000915527344	0.19640000000000002	-0.486
slim	SCRN1	0.5737699866294861		0.0724	
slim	CDK2AP1	0.9071419835090637	0.8625538945198059	0.12851612903225806	0.15576923076923077
slim	SLC1A2	0.9748250246047974		0.299	
slim	CSTPP1	0.30158334970474243		-0.1465	
slim	RAD51C	0.6954281330108643	0.04569999873638153	0.233125	-0.486
slim	HMBS	0.7836940884590149		0.23423529411764704	
slim	EIF3H	0.9677857160568237		0.23578571428571427	
slim	GLYR1	0.08041667193174362		-0.16316666666666665	
slim	CPEB2	0.9373143315315247	0.7986000180244446	0.07717857142857143	-0.397
slim	GALK2	0.4447750151157379		0.2307083333333333	
slim	G3BP2	0.9511758089065552		0.21866666666666665	
slim	CELF2	0.3881444036960602	0.8441362977027893	0.030555555555555572	0.24081818181818182
slim	SNAP91	0.9949199557304382		-0.15719999999999995	
slim	EP300	0.989988386631012		0.22126923076923077	
slim	FANCL	0.04988420754671097		-0.00010526315789475447	
slim	TMEM87B	0.0170294139534235	0.026947058737277985	-0.1506470588235294	0.009705882352941186
slim	FIP1L1	0.7905750274658203	0.7788384556770325	0.1178125	0.20061538461538458
slim	KLHL4	0.23451174795627594	0.1711866557598114	0.04005882352941176	0.09426666666666668
slim	ZNF106	0.26981669664382935	0.8697571158409119	0.1109	0.4187142857142857
slim	ITPR1	0.5431888699531555	0.9334999918937683	0.22311111111111112	0.318
